UID,LAST_NAME,FIRST_NAME,ALIASES,ALTERNATIVE_SPELLING
400193,ORTEGA MURILLO,Rafael Antonio,"ORTEGA MURILLO,Rafael;ORTEGA MURILLO,Rafael Antonio;ORTEGA,Rafael;RAFAEL ANTONIO ORTEGA MURILLO;RAFAEL ORTEGA;Rafael Antonio Ortega Murillo;Rafael Ortega",
400194,MURILLO DE ORTEGA,Rosario Maria,"MURILLO DE ORTEGA,Rosario;MURILLO DE ORTEGA,Rosario Maria;MURILLO DEORTEGA,Rosario Maria;MURILLO ZAMBRANA DE ORTEGA,Rosario;MURILLO ZAMBRANA,Rosario;MURILLO ZAMBRANA,Rosario Maria;MURILLO ZAMBRANA,Rosario María;MURILLO ZAMBRANO,Rosario María;MURILLO,Rosario;Rosario Maria MURILLO ZAMBRANA;Rosario Maria Murillo De Ortega;Rosario María MURILLO DE ORTEGA;Rosario María MURILLO ZAMBRANA;Rosario María MURILLO Zambrana;Rosario María Murillo Zambrana;Rosario María Murillo de Ortega;Rosario Murillo",
408537,LACAVA EVANGELISTA,Rafael Alejandro,"LACAVA EVANGELISTA,Rafael;LACAVA EVANGELISTA,Rafael Alejandro;LACAVA,Rafael;LACAVA,Rafael Alejandro;Rafael Alejandro LACAVA EVANGELISTA;Rafael Alejandro Lacava Evangelista;Rafael Lacava",
412126,DENG,Zhonghua,"DENG,Zhong Hua;DENG,Zhonghua;Deng Zhonghua",
414446,AL-RIMI,Qasim,"'ABD AL-RIMI,Qasim Yahya Mahdi;ABU 'AMMAR;ABU HARAYRAH;ABU HURAYRAH AL-SAN'AI;AL RAIMI,Qasim Yahyah Mahdi;AL RAIMI,Qassem Yahya;AL RAIMI,Qassem Yahya Mahdi;AL REMI,Qasim Mohammed Mahdi;AL RIMI QASIM YAHYA;AL RIMI,QASSIM;AL RIMI,Qasim;AL RIMI,Qassim Mohammad Mahdi;AL SANA'ANI,Abu Hureira;AL-RAIMI,Kasim;AL-RAIMI,Kassim;AL-RAIMI,Qasem;AL-RAIMI,Qassem Yahya;AL-RAIMI,Qassim;AL-RAINY,Qassem;AL-RAMI,Kassim;AL-RAMI,Qasim;AL-RAYMI QASSIM;AL-RAYMI,Abu Hurairah Qasim;AL-RAYMI,Qasim;AL-RAYMI,Qassim;AL-RAYMI,Qassim Yahya Mahdi;AL-REEMI,Qassem;AL-REEMY,Qasim Mohammad Mahdi;AL-REMI,Kasem Yahya;AL-REMI,Qasem;AL-REMI,Qassem;AL-RIMI;AL-RIMI Qasim Mohamed Mahdi;AL-RIMI,Abu Huraira Qassem;AL-RIMI,QASIM MOHAMED MAHDI;AL-RIMI,QASIM YAHYA MAHDI;AL-RIMI,Qasim;AL-RIMI,Qasim Mohamed Mahdi;AL-RIMI,Qasim Yahya Mahdi;AL-RIMI,Qasim Yahya Mahdi Abd;AL-RIMI,Qassem;AL-RIMI,Qassem Mohammed Mahdi;AL-RIMI,Qassem Yahya Mahdi;AL-RIMI,Qassim;AL-SAN'ANI,Abu Hurayrah;AL-SANA'AI,Abu Hurayrah;AL-SANA'ANI,Abu Huraira;AL-SANA'ANI,Abu Hurayah;AL-SANA'ANI,Abu Hureira;ALREMI,Qasim;AMMAR,Abu;Abu 'Ammar;Abu Huravrah;Abu Huravrah al-Sana'ai;Abu Hurayah al-Sana'ai;Abu Hurayrah;Abu Hurayrah al-Sana'ai;Abu-Ammar;Abu-Horayrah;Al Remi,Qasim Mohammed Mahdi;Al Rimi,Qassim Mohammad Mahdi;Al-Rimi,Qasim;Ammar,Abu;MAHDI AL REMI,Qasim Mohammed;MAHDI AL RIMI,Qassim Mohammad;QASIM AL-RAYMI;QASIM AL-RIMI;QASIM MOHAMED MAHDI AL-RIMI;QASIM YAHYA;QASIM YAHYA MAHDI 'ABD AL-RIMI;QASIM YAHYA MAHDI AL-RIMI;QASSIM AL-RAMI;QASSIM AL-RAYMI;Qasim Al-Rimi;Qasim Mohamed Mahdi AL-RIMI;Qasim Mohamed Mahdi Al-Rimi;Qasim Mohamed Mahdi al-Rimi;Qasim Mohammed Mahdi Al Remi;Qasim Mohammed Maudi Al Remi;Qasim Yahya Mahdi 'Abd al-Rimi;Qasim Yahya Mahdi Al-Rimi;Qasim Yahya Mahdi al-Rimi;Qasim al-Rami;Qasim al-Raymi;Qasim alRaymi;Qassim Mohammad Mahdi Al Rimi;Qassim al-Raymi;al-Rami,Qasim;al-Raymi,Qasim;al-Raymi,Qassim;al-Rimi Qasim;al-Rimi,Qasim;al-Rimi,Qasim Mohamed Mahdi;al-Rimi,Qasim Yahya Mahdi;al-Rimi,Qasim Yahya Mahdi 'Abd;al-Rimi,Qasim Yahya Mahdi Abd;al-Rimi,QasimYahya Mahdi Abd;al-Sana'ai,Abu Hurayah;al-Sana'ai,Abu Hurayrah",
414909,AL-ZAIDI,Ghalib Abdullah,"AL ZAIDI,Ghaleb;AL ZAYDI,Ghalib;AL-ZAIDI,Ghaleb;AL-ZAIDI,Ghalib;AL-ZAIDI,Ghalib Abdullah;AL-ZAIDI,Ghalib Adbullah;AL-ZAYDI,GHALIB ABDALLAH ALI;AL-ZAYDI,Ghalib 'Abdallah 'Ali;AL-ZAYDI,Ghalib Abdallah;AL-ZAYDI,Ghalib Abdallah Ali;AL-ZEYADI,Ghaleb Abdullah;AZZAIDY,Ghalib Abdullah;Al-Zaidi,Ghalib Abdullah;GHALIB ABDALLAH AL-ZAYDI;GHALIB ABDALLAH ALI AL-ZAYDI;GHALIB ABDULLAH AL-ZAIDI;GHALIB Abdullah Al-Zaidi;GHALIB,ABDULLAH AL-ZAIDI;GHALIB,Abdallah Ali al-Zaydi;GHALIB,Abdallah al-Zaydi;GHALIB,Abdullah Al-Zaidi;GHALIB,Adbullah Al-Zaidi;GHALIB,al Zaydi;Ghalib Abdallah Ali al-Zaydi;Ghalib Abdallah al-Zaydi;Ghalib Abdullah AL-ZAIDI;Ghalib Abdullah Al-Zaidi;Ghalib Abdullah al-Zaidi;Ghalib Adbullah Al-Zaidi;Ghalib Adbullah al-Zaidi;Ghalib al Zaydi;ZAIDI,Ghalib Abdulla Ali;al Zaydi,Ghalib;al-Zaydi,Ghalib Abdallah;al-Zaydi,Ghalib Abdallah Ali",
415141,OSORIO ZAMBRANO,Carlos Alberto,"Carlos Alberto OSORIO ZAMBRANO;OSORIO ZAMBRANO,Carlos;OSORIO ZAMBRANO,Carlos Alberto;OSORIO,Carlos;ZAMBRANO,Carlos",
417100,MATAR,Omar Mahmoud,"ABD AL-RAZIQ,Umar;ABDEL RAZEQ,Omar;ABDEL RAZEQ,Omar Mahmoud Mattar;ABDUL RAZAK,Omar;ABDUL RAZEQ,Omar;ABDUL-RAZIQ,Omar;ABDUL-RAZIQ,Umar;MATAR,Omar;MATAR,Omar Mahmoud Matar;MATAR,Umar Mahmud;MATTAR,Umar Mahmood;Omar Abdul Razak;Omar Mahmoud Matar;RAZAK,Omar Abdul;RAZEK,Omar Abdel;RAZEQ,Omar Abdel;RAZEQ,Omar Abdul;Umar Mahmood Mattar;Umar Mahmud Matar",
417101,ABU TEIR,Mohammed,"ABOU TAYR,Mohammad Mahmoud;ABOU TAYR,Muhamad Mahmood;ABU TAIR,Mohamed Mahmoud Hassan;ABU TAIR,Mohamed Mahmud;ABU TAIR,Mohammad Mahmoud Hasan;ABU TAIR,Mohammed Mahmud;ABU TEIR,Mohammed;ABU TEIR,Mohammed Hassan;ABU TIR,Muhammed;Abu Tir,Muhammad;HASAN,Mohammad Mahmoud;Mohamed Mahmud Abu Tair;Mohammad Mahmoud Abou Tayr;Muhamad Mahmood Abou Tayr",
417102,AL-SHANTI,Jamileh Abdullah,"AL SHANTEE,Jamila Abed Allah;AL SHANTI,Jamila Abdullah;AL SHANTI,Jamileh Abdullah;AL-SHANTI,Jamila Abdullah Taha;AL-SHANTI,Jamileh Abdullah;AL-SHANTY,Jamila Abdullah Taha;ASH-SHANTI,Jamila;EL-SHANTI,Jameela Abdallah;EL-SHANTY,Jameela Abdallah;Jameela Abdallah El-Shanty;Jamilia Abdullah Al Shanti;Jamilia Abed Allah Al Shantee;SHANTY,Jameela Abdallah",
417103,NU'MAN ALAEDDIN,Mohammed Jamal,"AL NATSHEH,Jamal;AL NATSHEH,Mohammed;AL NATSHEH,Mohammed Jamal Numan Omran Alaedin;AL-NATSH,Mohammed Jamal;AL-NATSHEH,Jamal;AL-NATSHEH,Muhammad Jamal;ALA AL DIN,Mohamad Nouman;ALA' Al DEEN,Mohammed Numan;ALA'ADDIN,Mohammad Jamal;ALA-EDDIN,Mohammad Jamal;ALADIN,Mohammad Jamal No'man Omran;ALNATSHEH,Jamal Ala-Aldin;Mohamad Nouman Ala Al Din;Mohammed Al Natsheh;Mohammed Numan Ala' Al Deen;NATSHA,Muhammad;NATSHEH,Mohammed;NATSHEH,Muhammad;NU'MAN ALAEDDIN,Mohammed Jamal",
417104,MANSOUR,Yasser Daoud,"MANSOOR,Yaser Dawud;MANSOUR,Yasir Daoud Sulieman;MANSOUR,Yasser;MANSOUR,Yasser Dawood;MANSUR,Yasir Daoud;MANSUUR,Yassir Dawoud Mansuur;Yaser Dawud Mansoor;Yasir Daoud Mansur;Yasser Dawood Mansour;Yassir Dawoud Mansuur",
417105,RABAI,Khalil Musa,"Kahleel Moosa Rabbai;Kahlil Musa Rabbaii;Khaleel Moussa Rabba'I;Khalil Mussa Rabbai;RABA'I,Khalil Mousa Khalil;RABAI,Kahlil;RABAI,Khalil Musa;RABB'I,Khalil Musa;RABBA'l,Khaleel Moussa;RABBAI,Kahleel Moosa;RABBAI,Khalil Mussa;RABBAII,Kahlil Musa",
417106,AL-QREINAWI,Huda Naim,"AL KREENAWY,Houda Naeem;AL KRENAWEE,Huda Naim;AL KRENAWI,Hoda Naeem;AL QREINAWI,Huda Naim;AL QRENAWEE,Huda Naeem;AL QRENAWI,Houda Naim;AL QRENAWY,Houda Na'im;AL-QREINAWI,Huda Naim;AL-QREINAWI,Huda Naim Mohammad Naim;AL-QRINAWY,Huda Naeem Mohammad;Hoda Naeem Al Krenawi;Houda Na'im Al Qrenawy;Houda Naeem Al Kreenawy;Houda Naim Al Qrenawi;Houda na'im Al Qrenawy;Huda Naeem Al Qrenawee;Huda Naim Al Krenawee;NAIM,Huda;NAIM,Huda Naim Mohammad;QRENAWI,Huda Na'em Mohammad",
417107,AL-RAMAHI,Mahmoud Ahmad,"AL RAMAHEE,Mahmood Ahmed;AL RAMAHI,Mahmoud Ahmad;AL RAMAHY,Mahmud Ahmad;AL-RAMAHI,Mahmoud;AL-RAMAHI,Mahmoud Ahmad Abdel Rahman;AL-RAMAHI,Mahmoud Ahmed;Mahmud Ahmad al Ramahy;RAMAHI,Mahmoud Ahmad;RAMAHI,Mahmoud Ahmad Abdel Rahman;Rahmood Ahmed Al Ramahee",
417109,HASAN DUKHAN,Abdul Fattah,"DOKHAN,Abdel Fattah Hasan;DOKHAN,Abdel Fattah Hassan Abdel Rahman;DOUKHAN,Abdel Fattah;DOUKHAN,Abdul Fattah Hasan;DUKHAN,Abdul Fattah Hasan;DUKHAN,Abed Al Fatah Hassan;HASAN DOUKHAN,Abdul Fattah;HASAN DUKHAN,Abdul Fattah",
417110,DAHBOUR,Ibrahim Mohammed,"DAHBOOR,Ibraheem Mohamad;DAHBOUR,Ebraheem Muhamed;DAHBOUR,Ibrahim;DAHBOUR,Ibrahim Mohammad Saleh;DAHBUR,Ebrahim Muhamad;Ebraheem Muhamed Dahbour;Ebrahim Muhamad Dahbur;Ibraheem Muhamad Dahboor;Ibrahim Mohammed Dahbour",
417111,SALEH,Mariam Mahmoud,"Mariam Mahmoud Saleh;Maryam Mahmud Salih;Miriam Mahmood Saleh;SALAH,Maryam;SALEH,Mariam;SALEH,Mariam Mahmoud;SALEH,Meryam Mahmoud Hasan;SALEH,Miriam Mahmood;SALIH,Mariam;SALIH,Maryam Mahmud;SALIH,Miryam",
417112,QAR'AWI,Fathi Mohammed,"AL QAR'AWI,Fathi;AL-QARAAWI,Fathi;AL-QARAWI,Fathi Ali;Fathi Al Qar'awi;Fathi Mohamad Karawee;Fathi Mohammad Qarawee;Fathi Mohammed Qarawi;Fathy Muhamad Karawi;KARAWEE,Fathi Mohamad;KARAWI,Fathy Muhamad;QAR'AWI,Fathi Mohammad Ali;QAR'AWI,Fathi Mohammed;QAR'WI,Fathi Mohammed;QARAWEE,Fathi Mohammad;QARAWI,Fathi;QARAWI,Fathi Mohammed;QARAWI,Mohammed Fathi",
417113,NOFAL,Imad Mahmoud,"Emad Mahmud Naufal;Imaad Mahmood Nofal;Imad Mahmoud Nawfal;NAUFAI,Emad Mahmud;NAWFAL,Imad Mahmoud;NOFAL,Imaad Mahmood;NOFAL,Imad;NOFAL,Imad Amhmoud Rajih;NOFAL,Imad Mahmoud;NOFAL,Imad Mahmoud Rajih;NOFEL,Imad",
417114,FARHAT,Mariam Mohammed,"FARAHAT,Maryam Muhammed;FARHAAT,Mariam Mohamad;FARHAT,Mariam;FARHAT,Mariam Mohammad Youssef;FARHAT,Mariam Mohammad Youssef Mhaisen;FARHAT,Maryam Muhammed;FARHAT,Miriam Muhamad",
417115,FUQAHA,Abdul Jaber Mustafa,"Abdul Jaber Mustapha Fuqaha;Abed Al Jabir Mustafa Fukaha;FAQHA,Abdul Jaber;FOKAHA,Abd Algaber Mostafa;FOQAHA,Abdel Jabir Mustafa Abdel Jabir;FUQAHA',Abdul Jaber Mustafa;FUQAHA,Abdul Jaber Mustapha;FUQAHAA,Abduljaber",
417116,ABU HALABIYYE,Ahmad Yousef,"ABO HALABIYYA,Ahmad Yusuf;ABU HALABIYA,Ahmad;ABU HALABIYA,Ahmad Youif Ahmad;ABU HALABIYYE,Ahmad Yousef",
417117,ROUMANIN,Ali Salim,"ROMANEEN,Ali;ROMANEEN,Ali Saleem Salman;ROMANIN,Ali;ROMANIN,Ali Saleem;ROUMANIN,Ali Salim",
417118,ISKEIK,Jamal Ismail,"ISKAIK,Jamaal;ISKAIK,Jamal Ismael;ISKAYK,Jamal;ISKEIK,Jamal;ISQAIG,Jamal;ISQAYQ,Jamal;Jamaal Iskaik;Jamal Iskayk;Jamal Isqaiq;Jamal Isqayq;SKAIK,Jamal Ismael Hashim;SQAIQ,Jamal Ismail",
417119,HALAYQAH,Samira Abdullah,"HALAIKA,Samira;HALAYKA,Sameera Abd Allah;HALAYKA,Samira Abdallah;HALAYKAH,Sameera Abdullah;HALAYKAH,Sameera Abdulllah;HALAYQA,Sameera Abed Allah;HALAYQA,Samira Abdullah Abdel Rahim;HALAYQAH,Sameera Abd Allah;HALAYQAH,Samira Abdallah Abd Alrahim;HALAYQAH,Samira Abdullah;Sameera Abd Allah Halayqah;Sameera Abdullah Halaykah;Sameera Abed AllahHalayqa;Samira Abdallah Halayka;Samira Al-Halayqa",
417120,ZBOUN,Anwar Mohammed,"AL ZABOUN,Anwar Mohammed;AL ZBOUN,Anwar Mohamad;AL ZBOUN,Anwar Muhammed;AL ZUBOUN,Anwar Mohamed;AL-ZABOON,Anwar Mohammad Abd-El-Rahman;AL-ZBOUN,Anwar Mohamad Abdel Rahman;AL-ZBOUN,Anwar Muhammad;AL-ZUBOUN,Anwar;ZABOUN,Anwar;ZBOUN,Anwar;ZBOUN,Anwar Mohammed;ZUBOUN,Anwar",
417121,ABU MSAMEH,Sayyed Salem,"ABOU MUSSAMIH,Sayid Salim;ABU MOSAMEH,Sayyed Salem Al-Sayyed;ABU MSAMEH,Sayyed Salem;ABU MSAMIH,Sayyed Sallem;ABU MSAMIH,Sayyid Sallim;ABU MUSAMEH,Sayed Salem;ABU-MUSAMEH,Sayyed Salem;MUSAMEH,Sayed Salem Abu;Sayed Salem Abu Musameh;Sayid Salim Abou Mussamih;Sayyed Sallem Abu Msamih;Sayyid Salim Abu Msamih",
417123,HAMMAD,Fathi Ahmad Mohammad,"Fathi Ahmad Hammad;Fathy Ahmed Hamad;HAMAD,Fathi;HAMAD,Fathy Ahmed;HAMMAD,Fathi Ahmad;HAMMAD,Fathi Ahmad Mohammad;HMMAD,Fathi Ahmad",
417124,DARAGHMEH,Ayman Hussein,"Aiman Huseyn Daragmeh;Ayman Husseyn Darajmah;Aymen Hussayn Daragmah;DARAGEH,Ayman Hussein;DARAGHMA,Ayman Hussein;DARAGHMA,Ayman Hussein Amin;DARAGMAH,Aymen Hussayn;DARAGMEH,Aiman Huseyn;DARAGMEH,Ayman Husain;DARAJMAH,Ayman Husseyn",
417125,BADER,Mohammed Maher Yousef,"BADAR,Maher;BADER,Mohammad Maher Yousef;BADER,Mohammed Maher Yosef;BADER,Mohammed Maher Youssef;BADER,Muhammad Maher;BADIR,Mohammad Maher Yousif Mohammad;BADIR,Muhammed Maher Yousef;BADR,Mohammed Mahir Yusuf;BADR,Muhammad;Mohamad Mahir Yusuf Badr;Mohammed Maher Youssef Bader;Muhammad Maher Yousef Badir",
417126,AL-ABADSAH,Yahia Abdul Aziz,"ABADSA,Yahia Abdul Aziz;AL ABADSA,Yehia Abdelaziz Mohammad Moussa;AL ABADSA,Yehia Abdelaziz Moussa;AL ABADSAH,Yahia Abdul Aziz;AL-ABADSAH,Yahia Abdul Aziz;AL-DA'ABSA,Yehya Abdel Aziz Mohammad;ALABADSA,Yehya Abed Al Aziz;EL ABADSA,Yahia Abdelaziz;EL ABADSA,Yehia Abdul Aziz;EL AZEEZ,Yahia Abd;MOUSSA,Yehia Abdelaziz Mohammad;Yahia Abd El Azeez;Yehia Abdul Aziz El Abadsa;Yehya Abed Al Aziz Alabadsa",
417127,MANSOUR,Muna Salim Saleh,"MANSOOR,Mouna Sallim;MANSOUR,Mona;MANSOUR,Muna Saleem Saleh;MANSOUR,Muna Salem;MANSOUR,Muna Salem Saleh;MANSOUR,Muna Salim Saleh;MANSUR,Mona Salim;Mona Salim Mansur;Mouna Sallim Mansoor;Muna Salem Mansour",
417128,ABU RAS,Marwan Mohammed,"ABOU RAAS,Merwan Muhammed;ABU RAS,Marwan;ABU RAS,Marwan Mohamad;ABU RAS,Marwan Mohamad Ayeesh;ABU RAS,Marwan Mohammad Ayesh;ABU RAS,Marwan Mohammed;ABU-RAS,Marwan;ABU-RAS,Marwan Mohammad;Marwan Mohamad Abu Ras;Marwan Mohamad Ayees Abu Ras;RAS,Marwan Mohamad Abu;RAS,Marwan Mohammed Abu",
417129,AL-JAMAL,Abdul Rahman,"AL JAMAL,Abdel Rahman Yousef Ahmad;AL JAMAL,Abdul Rahman;AL-JAMAL,Abdel Al-Rahman Yusef;AL-JAMAL,Abdel Rahman Yousif Ahmad;AL-JAMAL,Abdul Rahman",
417130,AL-HABAL,Mushir,"AL HABAL,Mushir;AL-HABAL,Bashir;AL-HABAL,Mosheer Omar Khamis;AL-HABAL,Mushir;AL-MASRI,Mushir;AL-MASRI,Mushir Omar;ALHABEL,Moshir Omar Khamis;Abu Baker;BAKER,Abu;EL MASRI,Moshir;EL-MASRI,Moshir;ELHABEL,Moshir;ELHABEL,Moshir Omar;ELHABEL,Moshir Omar Khamis;HABEL,Moshir;Moshir Omar Elhabel;Moshir el-Masri",
417131,SHIHAB,Mohammed,"AL-ABED,Abu;Abu al-Abed;Mohamed Abed Hadi Rahman Shehab;SHEHAB,Mohamed Abed Hadi;SHEHAB,Mohamed Abed Hadi Abed Rahman;SHEHAB,Mohamed Abed Hadi Rahman;SHEHAB,Rahman;SHIHAB,Mohammad Abdel Hadi Abdel Rahman;SHIHAB,Mohammed;SHIHAB,Mohammed Abdel Hadi Abdel Rahman Mohammed",
417132,AL-ASHQAR,Ismail,"AL ASHQAR,Ismael;AL-ALASHQAR,Ismail Abdallatif;AL-ASHQAR,Ismael;AL-ASHQAR,Ismael Abdel Latif;AL-ASHQAR,Ismael Abdel Latif Mohammad;AL-ASHQAR,Ismail;ASHKAR,Ismail;ASHRAF,Abu;Abu Ashraf;Ismail Abdallatif Al-Alashqar",
417133,UDWAN,Atef,"ADWAN,Atef;ADWAN,Atef Ibrahim;Atef Ibrahim Adwan;Atef Ibrahim Mohammad Idwan;IDWAN,Atef Ibrahim Mohammad;ODWAN,Atif Ibrahim Mohammad;UDWAN,Atef",
417134,AL-SHARAFI,Yousef,"AL SHARAFI,Yousef;AL-SHARAFI,Yousef;AL-SHRAFI,Yousef Awad;AL-SHRAFI,Yousef Awad Yousif;AL-SHRAFI,Yousif Awwad Yousif;Abu Mohammad;MOHAMMAD,Abu;SHRAFI,Yousef Awwad;Yousef Awad Al-Shrafi",
417135,SIAM,Saeed,"Abu Mos'ab;MOS'AB,Abu;SEYAM,Sa'ed Mohammad;SEYAM,Saeed Mohammad;SEYAM,Said;SEYAM,Said Mohammad;SIAM,Saeed;SIYAM,Sa'eed Mohammad Sha'ban;SIYAM,Sa'id;SIYAM,Saeed Mohammad;SIYAM,Said;SIYAM,Said Mohammad Shaaban;Saeed Mohammad Siyam;Said Mohammad Seyam",
417136,BAHAR,Ahmad,"Abu Akram;Ahmed Mohamed Bahar;BAHAR,Ahmad Mohammad Attieh;BAHAR,Ahmed;BAHAR,Ahmed Mohamed;BAHR,Ahmad",
417137,AL-HAYYEH,Khalil,"AL HAYEH,Khalil;AL HAYYEH,Khalil;AL-HAYA,Khalil;AL-HAYEH,Khalil;AL-HAYYA,Khalil;AL-HAYYA,Khalil Ismael Ibrahim;AL-HAYYEH,Khalil;Abu Osama;ELHYYA,Khalil;ELHYYA,Khalil Esmaeel;HAYYEH,Khalil;Khalil Esmaeel Elhyya;OSAMA,Abu",
417138,AL-GHOUL,Mohammed Faraj,"AHMED,Abu;AL GHOUL,Mohammed Faraj;AL GHOUL,Mohammed Faraj Mahmoud Hussein;AL-GHOUL,Mohammad Faraj Mahmoud Hussein;AL-GHOUL,Mohammed;AL-GHOUL,Mohammed Faraj;AL-GHOUL,Muhammad Farraj;Abu Ahmed;ELGHOUL,Faraj;ELGHOUL,Mohammad Faraj Mahmood;ELGHOUL,Mohammed Faraj Mahmood;Mohammad Faraj Mahmood Elghoul",
417139,SALEH,Jamal,"Abu Mohammed;Jamal Talab Mohammad Saleh Nasser;Jamal Talab Saleh;Mohammed,Abu;NASSAR,Jamal Talab Mohammad Saleh;NASSER,Jamal Talab Mohammad Saleh;SALEH,Jamal;SALEH,Jamal Talab;SALEH,Jamal Talab Mohammed",
417140,SALAMEH,Salem,"SALAMA,salem ahmad Abdel Hadi;SALAMEH,Salem;SALAMEH,Salem Ahmad;SALAMEH,Salem Ahmad Abdel Hadi;Salem Ahmad Abdel Hadi Salameh",
417149,AL-KHATIB,Mahmoud,"AL KHATIB,Mahmoud;AL-KHATIB,Mahmoud;AL-KHATIB,Mahmoud Daoud Mahmoud;AL-KHTEEB,Mahmoud Daoud Mahmoud;EL KHATIB,Mahmoud Dawood Mahmoud;KHATIB,Mahmoud Daoud;Mahmoud Daoud Mahmoud Al-Khatib",
417150,AL-QADI,Samir,"AL KADI,Sameer;AL KADI,Sameer Saleh Ibrahim;AL QADI,Samir;AL-QADI,Sameer;AL-QADI,Sameer Saleh;AL-QADI,Sameer Saleh Ibrahim;AL-QADI,Samir;KADI,Samir;QADI,Samir Saleh;Sameer Saleh Al-Qadi",
417151,AL-TAL,Mohammed,"AL TAL,Mohammad Ismaeel Othman;AL TAL,Mohammed;AL-TAL,Ismail;AL-TAL,Mohammad Ismael;AL-TAL,Mohammad Ismail;AL-TAL,Mohammed;AL-TALL,Mohammad Ismael Othman;AL-TOL,Mohammed Ismail;Mohammad Ismael Al-Tal",
417152,ATTOUN,Ahmad,"ATOON,Ahmed Muhamad Ahmed;ATTOUN,Ahmad;ATTOUN,Ahmad Mohammad Ahmad;ATTOUN,Ahmed;ATUN,Ahmed;ATWAN,Ahmed;Ahmad Mohammad Ahmad Attoun;Ahmed Mohamad Ahmed Atoon",
417153,DWEIK,Aziz,"AL DWEIK,Aziz Salem Mortada;AL-DWAIK,Aziz Salem Murtada;AL-DWEIK,Aziz;Abu Hashem;Abu Hisham;Aziz Salem Mustada Dwaik;DUWAIK,Abdel Aziz;DUWAIK,Aziz;DWAIK,Aziz Salem Mustada;DWAIK,Aziz Salem Mustafa;DWEIK,Abd Al Aziz;DWEIK,Abdel Aziz;DWEIK,Aziz;DWEIK,Aziz Salem;DWEIK,Aziz Salem Mortada;DWEIK,Aziz Salem Murtada;DWEIK,Aziz Salem Mustafa;HISHAM,Abu",
417154,ABU HASSAN,Khaled,"ABOU HASSAN,Khaled Suleiman Fayez;ABU HASAN,Khaled Sulieman Fayez;ABU HASAN,Khalid;ABU HASAN,Khalid Sulayman Fayiz;ABU HASAN,Khalid Suleiman Fayez;ABU HASSAN,Khaled;ABU-HASAN,Khaled;HASAN,Khaled Abu;HASAN,Khalid Suleiman Fayez Abu;Khaled Abu Hasan;Khaled Suleiman Fayez Abou Hassan;Khalid Sulayman Fayis Abu Hassan;SULIEMAN,Khalid",
417155,ABU JHEISHEH,Mohammed,"ABU JEHEISHA,Mohammed;ABU JHAISHA,Mohammad Mutlaq Abdel Mahdi;ABU JHEISHEH,Mohammad Mutlaq Abd Al-Mahdi;ABU JHEISHEH,Mohammed;ABU JHESHEH,Mohammad;ABU JHESHEH,Mohammad Mutlaq;ABU JUHAISHA,Mohammed;ABU JUHEISHA,Muhammad;ABU JUHEISHA,Muhammad Mutliq;JHESHEH,Mohammad Mutlaq Abu;Mohammad Mutlaq Abu Jhesheh;Mohammed Abu Jeheisha",
417156,QFEISHEH,Hatem,"ABU ANED,Hadj Hatem;Hadj Hatem Abu Aned;Hatem Qefeisha;Hatem Rabah Kafeesheh;KAFEESHEH,Hatem Rabah;KOFAISHA,Hatem Rabah Rasheed;QAFISHA,Hatem;QAFISHEH,Hatim;QEFEISHA,Hatem;QFEISHEH,Hatem;QFISH,Hatem;QUFAISHA,Hatem",
417157,AL-HUSSEINI,Wael,"ABDEL RAHMAN,Wa'el Mohammad Abdel Fattah;ABDUL RAHMAN,Wael;ABDUL RAHMAN,Wael Muhammed;ABDUL-RAHMAN,Wa'el;ABED AL RAHMAAN,Wa'el Mohamad;ABED AL RAHMAAN,Wael Mohamad;AL HUSSEINI,Wael;AL HUSSEINI,Wael Mohammad Abdel Fattah;AL-HUSSEINI,Wa'el;AL-HUSSEINI,Wael;AL-HUSSEINI,Wail;RAHMAN,Wael Abdul;Wa'el Mohamad Abed Al Rahmaan;Wael Al Husseini;Wael Humhammed Abdul Rahman",
417158,RAMADAN,Nizar,"Nizar Abd-Al-Aziz Ramadan;RAMADAN,Abdel Aziz;RAMADAN,Nizar;RAMADAN,Nizar Abd-Al-Aziz;RAMADAN,Nizar Abd-Al-Aziz Abdel Hamid;RAMADAN,Nizar Abdel Aziz;RAMADAN,Nizar Abdel Aziz Abdel Hamid",
417159,RJOUB,Nayef,"AL-RAJOUB,Nayef;AL-RAJOUB,Nayef Mohammad Mohammad;AL-RJOOB,Nayef Mahmoud Mohammed;AL-RJOUB,Naief Mahmoud Mohammad;Naef Rajoub;Naif Mahmod Rajoub;RAJOB,Naif;RAJOB,Naif Mahmod;RAJOUB,Naef;RAJOUB,Naif Mahmod;RAJOUB,Nayef;RAJOUB,Nayef Mahmoud;RAJOUB,Nayif;RJOUB,Nayef",
417160,ABU SALEM,Ibrahim,"ABOU SALEM,Ibrahim Said Hasan;ABOU SALIM,Ebrahim Said Hassan;ABU SALEM,Ibrahim;ABU SALEM,Ibrahim Sa'eed Hussein;ABU SALEM,Ibrahim Sa'ied;ABU SALLEM,SIbraheem Said Hasan;ABU SALLIM,Ebraheem Saeed Hassan;ABU-SALEM,Ibrahim;Ebraheem Saeed Hassan Abu Salim;Ebrahim Said Hassan Abou Salim;Ibraheem Said Hasan Abu Sallem;Ibrahim Said Hasan Abou Salem;SALIM,Ibrahim Sa'eed Hasan Abu",
